mass_A
t	x	y
1.377022222E0	5.366923993E-1	2.749856346E0
1.381333333E0	6.769938583E-1	2.610445545E0
1.385644444E0	6.784614953E-1	2.618302726E0
1.389955556E0	6.741153193E-1	2.639705342E0
1.394266667E0	5.274418410E-1	2.818522548E0
1.398577778E0	5.213821563E-1	2.827168402E0
1.402888889E0	5.164075836E-1	2.836922415E0
1.407200000E0	5.177055634E-1	2.850583558E0
1.411622222E0	5.183170148E-1	2.854969693E0
1.415933333E0	5.152855741E-1	2.857546230E0
1.420244444E0	5.139215249E-1	2.861841182E0
1.424555556E0	5.135941952E-1	2.861815239E0
1.428866667E0	5.107290845E-1	2.862275768E0
1.433177778E0	4.877327525E-1	2.848076453E0
1.437488889E0	4.964514061E-1	2.825713551E0
1.441800000E0	4.813679004E-1	2.789716859E0
1.446111111E0	6.887160704E-1	2.691094171E0
1.450422222E0	4.854950232E-1	2.732573274E0
1.454733333E0	6.855060906E-1	2.655240177E0
1.459044444E0	4.948103887E-1	2.653986408E0
1.463355556E0	4.837281767E-1	2.603754143E0
1.467666667E0	4.790677718E-1	2.562377294E0
1.471977778E0	4.905150667E-1	2.527710849E0
1.476288889E0	4.819568833E-1	2.464172379E0
1.480600000E0	4.955861993E-1	2.419580325E0
1.484911111E0	4.619372624E-1	2.351551919E0
1.489222222E0	4.651504147E-1	2.289264333E0
1.493533333E0	4.709799638E-1	2.231075791E0
1.497955556E0	4.326221489E-1	2.157593204E0
1.502266667E0	4.314757989E-1	2.105128861E0
1.506577778E0	4.498238410E-1	2.061222526E0
1.510888889E0	5.228513556E-1	1.844664700E0
1.515200000E0	5.193475249E-1	1.787366207E0
1.519511111E0	4.309979524E-1	1.881845187E0
1.523822222E0	5.252921585E-1	1.667488723E0
1.528133333E0	5.227730041E-1	1.609966179E0
1.532444444E0	5.452517505E-1	1.536139186E0
1.536755556E0	4.286206488E-1	1.599021504E0
1.541066667E0	5.678628864E-1	1.406957209E0
1.545377778E0	5.459741410E-1	1.337193584E0
1.549688889E0	4.269384976E-1	1.388706751E0
1.554000000E0	4.652318531E-1	1.342208795E0
1.558311111E0	5.337975042E-1	1.302313706E0
1.562622222E0	4.795902720E-1	1.206651693E0
1.566933333E0	5.229753873E-1	1.158545558E0
1.571244444E0	5.033613161E-1	1.081167050E0
1.575555556E0	4.868404351E-1	9.828006935E-1
1.579866667E0	4.791805851E-1	8.950854481E-1
1.584288889E0	4.795085381E-1	8.088662541E-1
1.588600000E0	4.688044933E-1	7.252083033E-1
1.592911111E0	4.659915209E-1	6.335127861E-1
1.597222222E0	4.704997354E-1	5.317244564E-1
1.601533333E0	4.617210692E-1	4.380414036E-1
1.605844444E0	4.614168649E-1	3.582810319E-1
1.610155556E0	4.848063653E-1	3.021227388E-1
1.614466667E0	5.252312864E-1	2.544697329E-1
1.618777778E0	5.516327488E-1	1.947581067E-1
1.623088889E0	4.540500367E-1	1.027488708E-2
1.627400000E0	6.538752872E-1	-3.560893217E-1
1.631711111E0	6.661891933E-1	-4.750735317E-1
1.636022222E0	6.470237517E-1	-5.709427259E-1
1.640333333E0	6.074120326E-1	-6.323836401E-1
1.644644444E0	5.647599737E-1	-6.795950665E-1
1.648955556E0	5.429926513E-1	-7.236145896E-1
1.653266667E0	4.724465614E-1	-6.537501622E-1
1.657577778E0	4.696276538E-1	-7.184275262E-1
1.661888889E0	5.095389234E-1	-7.723271614E-1
1.666200000E0	5.195917639E-1	-8.589152282E-1
1.670622222E0	5.065095257E-1	-9.323512716E-1
1.674933333E0	5.283069934E-1	-1.014450981E0
1.679244444E0	5.201985433E-1	-1.086514351E0
1.683555556E0	5.062347365E-1	-1.163628283E0
1.687866667E0	5.175082755E-1	-1.228469928E0
1.692177778E0	4.946893461E-1	-1.287599749E0
1.696488889E0	5.078548282E-1	-1.348419203E0
1.700800000E0	4.787200063E-1	-1.434228932E0
1.705111111E0	5.225491769E-1	-1.453489566E0
1.709422222E0	4.851796992E-1	-1.531150058E0
